PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Sobolev, E; Schmidt, P; Malka, J; Hammer, D; Boukhelef, D; Moeller, J; Ahmed, K; Bean, R; Macias, IJB; Bielecki, J; Bösenberg, U; Carinan, C; Dall'Antonia, F; Esenov, S; Fangohr, H; de Lima, DEF; Maia, LGF; Firoozi, H; Flucke, G; Gessler, P; Giovanetti, G; Koliyadu, J; Madsen, A; Michelat, T; Schuh, M; Sikorski, M; Silenzi, A; Sztuk-Dambietz, J; Turcato, M; Turkot, O; Wrigley, J; Aplin, S; Hauf, S; Wrona, K; Gelisio, L				Sobolev, Egor; Schmidt, Philipp; Malka, Janusz; Hammer, David; Boukhelef, Djelloul; Moeller, Johannes; Ahmed, Karim; Bean, Richard; Bermudez Macias, Ivette Jazmin; Bielecki, Johan; Boesenberg, Ulrike; Carinan, Cammille; Dall'Antonia, Fabio; Esenov, Sergey; Fangohr, Hans; Ferreira de Lima, Danilo Enoque; Ferreira Maia, Luis Goncalo; Firoozi, Hadi; Flucke, Gero; Gessler, Patrick; Giovanetti, Gabriele; Koliyadu, Jayanath; Madsen, Anders; Michelat, Thomas; Schuh, Michael; Sikorski, Marcin; Silenzi, Alessandro; Sztuk-Dambietz, Jolanta; Turcato, Monica; Turkot, Oleksii; Wrigley, James; Aplin, Steve; Hauf, Steffen; Wrona, Krzysztof; Gelisio, Luca			Data reduction activities at European XFEL: early results	FRONTIERS IN PHYSICS			English	Article						data reduction; photon science; X-ray free electron laser; data management; high-repetition rate; big data	SERIAL CRYSTALLOGRAPHY; PIXEL DETECTOR; RAY; CLASSIFICATION; SPECTROSCOPY; DYNAMICS	The European XFEL is a megahertz repetition-rate facility producing extremely bright and coherent pulses of a few tens of femtoseconds duration. The amount of data generated in the context of user experiments can exceed hundreds of gigabits per second, resulting in tens of petabytes stored every year. These rates and volumes pose significant challenges both for facilities and users thereof. In fact, if unaddressed, extraction and interpretation of scientific content will be hindered, and investment and operational costs will quickly become unsustainable. In this article, we outline challenges and solutions in data reduction.	[Sobolev, Egor; Schmidt, Philipp; Malka, Janusz; Hammer, David; Boukhelef, Djelloul; Moeller, Johannes; Ahmed, Karim; Bean, Richard; Bermudez Macias, Ivette Jazmin; Bielecki, Johan; Boesenberg, Ulrike; Carinan, Cammille; Dall'Antonia, Fabio; Esenov, Sergey; Fangohr, Hans; Ferreira de Lima, Danilo Enoque; Ferreira Maia, Luis Goncalo; Firoozi, Hadi; Flucke, Gero; Gessler, Patrick; Giovanetti, Gabriele; Koliyadu, Jayanath; Madsen, Anders; Michelat, Thomas; Schuh, Michael; Sikorski, Marcin; Silenzi, Alessandro; Sztuk-Dambietz, Jolanta; Turcato, Monica; Turkot, Oleksii; Wrigley, James; Aplin, Steve; Hauf, Steffen; Wrona, Krzysztof; Gelisio, Luca] European XFEL, Schenefeld, Germany; [Fangohr, Hans] Univ Southampton, Southampton, England; [Fangohr, Hans] Max Planck Inst Struct & Dynam Matter, Hamburg, Germany	European XFEL; University of Southampton; Max Planck Society	Sobolev, E (corresponding author), European XFEL, Schenefeld, Germany.	egor.sobolev@xfel.eu			European Union [101004728]	European Union(European Union (EU))	The authors truly acknowledge the users of the European XFEL which are bravely assisting us in validating and pushing forward data reduction activities. We acknowledge the participants in the Horizon 2020 LEAPS-INNOV WP7, for the constructive discussions over the last few years. We acknowledge countless colleagues at the European XFEL and DESY that have contributed in different ways to this project, and in particular the participants of the working group on scientific data policy and data reduction. We particularly acknowledge the members of the European XFEL Detector Advisory Committee for the continuous support in this activity, and the members of the Data Analysis group at the European XFEL for the endless assistance and feedback. We are indebted to Thomas Tschentscher for the steady encouragement, insightful discussions and critical reading of this manuscript.r The author(s) declare financial support was received for the research, authorship, and/or publication of this article. Data reduction activities at the European XFEL have been partially funded through the European Union's Horizon 2020 research and innovation programme under grant agreement no. 101004728.		69	0	0	0	0	FRONTIERS MEDIA SA	LAUSANNE	AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND	2296-424X			FRONT PHYS-LAUSANNE	Front. Physics	FEB 27	2024	12								1331329	10.3389/fphy.2024.1331329	http://dx.doi.org/10.3389/fphy.2024.1331329			12	Physics, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Physics	KN5U7		gold			2024-03-26	WOS:001180665800001
J	Smith, IPS; Pedebos, C; Khalid, S				Smith, Iain P. S.; Pedebos, Conrado; Khalid, Syma			Molecular Crowding Alters the Interactions of Polymyxin Lipopeptides within the Periplasm of <i>E. coli</i>: Insights from Molecular Dynamics	JOURNAL OF PHYSICAL CHEMISTRY B			English	Article; Early Access							LINEAR CONSTRAINT SOLVER; ESCHERICHIA-COLI; FORCE-FIELD; CELL; OUTER; OMPA; MEMBRANES; LIPOPROTEIN; BINDING; LINCS	The cell envelope of Gram-negative bacteria is a crowded tripartite architecture that separates the cell interior from the external environment. Two membranes encapsulate the aqueous periplasm, which contains the cell wall. Little is known about the mechanisms via which antimicrobial peptides move through the periplasm from the outer membrane to their site of action, the inner membrane. We utilize all-atom molecular dynamics to study two antimicrobial peptides, polymyxins B1 and E, within models of the E. coli periplasm crowded to different extents. In a simple chemical environment, both PMB1 and PME bind irreversibly to the cell wall. The presence of specific macromolecules leads to competition with the polymyxins for cell wall interaction sites, resulting in polymyxin dissociation from the cell wall. Chemical complexity also impacts interactions between polymyxins and Braun's lipoprotein; thus, the interaction modes of lipoprotein antibiotics within the periplasm are dependent upon the nature of the other species present.	[Smith, Iain P. S.] Univ Southampton, Sch Chem, Southampton SO17 1BJ, England; [Pedebos, Conrado] Univ Fed Ciencias Saude Porto Alegre UFCSPA, Programa Posgrad Biociencias PPGBio, BR-90050170 Porto Alegre, Brazil; [Pedebos, Conrado; Khalid, Syma] Univ Oxford, Dept Biochem, Oxford OX1 3QU, England	University of Southampton; University of Oxford	Khalid, S (corresponding author), Univ Oxford, Dept Biochem, Oxford OX1 3QU, England.	syma.khalid@bioch.ox.ac.uk		Smith, Iain Peter Shand/0000-0002-1562-3361	Engineering and Physical Sciences Research Council [EP/X035603, EP/V030779/1]; EPSRC [EP/L015382/1]; EPSRC Center for Doctoral Training in Next Generation Computational Modelling Grant	Engineering and Physical Sciences Research Council(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC)); EPSRC(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC)); EPSRC Center for Doctoral Training in Next Generation Computational Modelling Grant(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC))	S.K. is funded by EPSRC Grants EP/X035603 and EP/V030779/1. I.P.S.S. is funded by the EPSRC Center for Doctoral Training in Next Generation Computational Modelling Grant EP/L015382/1. The authors acknowledge the use of the IRIDIS High Performance Computing Facility and associated support services at the University of Southampton in the completion of this work. This work used the ARCHER2 UK National Supercomputing Service.		65	0	0	0	0	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	1520-6106	1520-5207		J PHYS CHEM B	J. Phys. Chem. B	2024 MAR 8	2024										10.1021/acs.jpcb.3c07985	http://dx.doi.org/10.1021/acs.jpcb.3c07985		MAR 2024	17	Chemistry, Physical	Science Citation Index Expanded (SCI-EXPANDED)	Chemistry	KS2I4	38457439	hybrid			2024-03-26	WOS:001181885700001
J	Immordino, G; Da Ronch, A; Righi, M				Immordino, Gabriele; Da Ronch, Andrea; Righi, Marcello			Steady-State Transonic Flowfield Prediction via Deep-Learning Framework	AIAA JOURNAL			English	Article; Early Access						Convolutional Neural Network; Proper Orthogonal Decomposition; Hyperparameter Optimization; Aeroelastic Analysis; Transonic Aerodynamics; Uncertainty Quantification; Reduced Order Model	POLYNOMIAL CHAOS; ORDER; FLOW; MODEL	This paper focuses on the development of a deep-learning framework for predicting distributed quantities around aircraft flying in the transonic regime. These quantities play a crucial role in determining aerodynamic loads and conducting aeroelastic analysis. Angle of attack and Mach number are chosen as the two independent parameters for the reduced-order models. A comparative assessment is conducted between the proposed deep-learning framework and the proper orthogonal decomposition approach to identify the strengths and weaknesses of each method. The accuracy of the data-driven machine-learning method in modeling steady-state transonic aerodynamics is assessed against three benchmark cases of three-dimensional test cases: Benchmark Super Critical Wing and ONERA M6 wings, and the wing-body Common Research Model configuration. Despite the challenges of the analyzed scenarios, promising results are obtained for each test case, showing the effectiveness of the model implemented. Furthermore, the paper demonstrates the application of the method for aeroelastic analysis and uncertainty quantification. This quantifies the robustness and versatility of the implemented model.	[Immordino, Gabriele; Da Ronch, Andrea] Univ Southampton, Fac Engn & Phys Sci, Southampton SO17 1BJ, England; [Righi, Marcello] Zurich Univ Appl Sci ZHAW, Fed Inst Technol Zurich ETHZ, Sch Engn, Winterthur, Switzerland	University of Southampton; Zurich University of Applied Sciences	Immordino, G (corresponding author), Univ Southampton, Fac Engn & Phys Sci, Southampton SO17 1BJ, England.	g.immordino@soton.ac.uk; A.Da-Ronch@soton.ac.uk; rigm@zhaw.ch	Da Ronch, Andrea/M-6817-2015	Da Ronch, Andrea/0000-0001-7428-6935	Digitalization Initiative of the Zurich Higher Education Institutions (DIZH); Digitalization Initiative of the Zurich Higher Education Institutions (DIZH) grant from Zurich University of Applied Sciences (ZHAW)	Digitalization Initiative of the Zurich Higher Education Institutions (DIZH); Digitalization Initiative of the Zurich Higher Education Institutions (DIZH) grant from Zurich University of Applied Sciences (ZHAW)	The authors acknowledge the use of the IRIDIS High Performance Computing Facility and associated support services at the University of Southampton in the completion of this work. The project has been supported by the Digitalization Initiative of the Zurich Higher Education Institutions (DIZH) grant from Zurich University of Applied Sciences (ZHAW).		58	0	0	0	0	AMER INST AERONAUTICS  ASTRONAUTICS	RESTON	1801 ALEXANDER BELL DRIVE, STE 500, RESTON, VA 22091-4344 USA	0001-1452	1533-385X		AIAA J	AIAA J.	2024 FEB 27	2024										10.2514/1.J063545	http://dx.doi.org/10.2514/1.J063545		FEB 2024	17	Engineering, Aerospace	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	JT0C1					2024-03-26	WOS:001175285900001
J	Barron, C; Parsons, S; Kovshoff, H				Barron, Cleo; Parsons, Sarah; Kovshoff, Hanna			Enabling Dominic&apos;s voice and participation through the cocreation of an 'I am' Digital Story for supporting his post-19 transition from special school to adult social care	BRITISH JOURNAL OF LEARNING DISABILITIES			English	Article; Early Access						cocreation; methods; participation; person centred; transitions; voice	YOUNG-PEOPLE; PROFESSIONALS; SERVICES; VIEWS	BackgroundTransitions into adult services for young people with complex communication needs are often experienced as challenging and rarely include the voices of young people.MethodsWe piloted a person-centred method to enable one young person's (Dominic) voice to be included in his transition to adult services. An 'I am' Digital Story is a short video (c.6 min) that provides a strengths-based representation of a young person that is designed to be shared with and between settings. The process and outcomes of story cocreation were evaluated through semi-structured interviews with key stakeholders.FindingsThe process of story creation was evaluated very positively by key stakeholders. The information about Dominic's strengths and preferences helped the new setting to prepare for Dominic's arrival.ConclusionsThe 'I am' Digital Story method provides a powerful and accessible method for including the voices of young people with complex communication needs in their transitions. Young people and their families say it can be hard moving from school to adult services. We think young people with complex communication needs should be part of planning for this move. Often, young people with complex communication needs are not part of planning for this move. We have tried a new way for them to be part of the planning. It is called an 'I am' Digital Story. We created an 'I am' Digital Story with Dominic, his mother, his teacher and his speech and language therapist. They told the story of who Dominic is. The story tells people what Dominic likes doing and what Dominic is good at. The story helps people get to know Dominic, even if they cannot meet Dominic. We asked questions after to see if the Digital Story was a good idea. The people who made the Digital Story said it was easy to make the video. The people in adult services said it was a big help to watch the video. We are happy because the Digital Story made Dominic part of planning his move from school to adult services.	[Barron, Cleo; Parsons, Sarah; Kovshoff, Hanna] Autism Community Res Network Southampton ACoRNS, Southampton, England; [Parsons, Sarah] Univ Southampton, Southampton Educ Sch, Southampton SO17 1BJ, England; [Kovshoff, Hanna] Univ Southampton, Sch Psychol, Southampton, England	University of Southampton; University of Southampton	Parsons, S (corresponding author), Univ Southampton, Southampton Educ Sch, Southampton SO17 1BJ, England.	s.j.parsons@soton.ac.uk		Kovshoff, Hanna/0000-0001-6041-0376	Economic and Social Research Council grant 'Our Storiesmldr;': co-constructing Digital Storytelling methodologies for supporting the transitions of autistic children' [ES/V005286/1]	Economic and Social Research Council grant 'Our Storiesmldr;': co-constructing Digital Storytelling methodologies for supporting the transitions of autistic children'	The authors thank to Dominic, his mother and his teacher for their support and participation in this project. Also thank you to Anne Collis for very helpful input on the accessible summary. This research was supported by the Economic and Social Research Council grant 'Our Stories & mldr;': co-constructing Digital Storytelling methodologies for supporting the transitions of autistic children' [ES/V005286/1].		32	0	0	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	1354-4187	1468-3156		BRIT J LEARN DISABIL	Brit. J. Learn. Disabil.	2024 FEB 14	2024										10.1111/bld.12585	http://dx.doi.org/10.1111/bld.12585		FEB 2024	12	Education, Special	Social Science Citation Index (SSCI)	Education & Educational Research	HS9Q8		hybrid			2024-03-26	WOS:001161617200001
J	Hornsey, SJ; Dobson, A; Ghio, D; Henaghan-Sykes, K; Adams, S; Lovegrove, E; Santer, M; Muller, I				Hornsey, Samantha J.; Dobson, Amy; Ghio, Daniela; Henaghan-Sykes, Kate; Adams, Sue; Lovegrove, Elizabeth; Santer, Miriam; Muller, Ingrid			Living with unsettled baby behaviours: Qualitative interview study exploring parental perceptions and experiences of help-seeking	JOURNAL OF ADVANCED NURSING			English	Article; Early Access						advice; baby; crying; general practitioner; health visitor; help-seeking; parent; qualitative research; symptoms; unsettled; vomiting	CHILDREN; HEALTH	AimTo explore parents' perceptions/experiences of help-seeking for unsettled baby behaviours, including views and experiences of obtaining advice from primary healthcare professionals.DesignSemi-structured qualitative interviews.MethodsRecruitment occurred via social media, general practice and health visiting teams. Remote semi-structured interviews were conducted with parents of babies. Babies were under 12 months old at time of interview, and parents had perceived unsettled baby behaviours in their first 4 months of life. Interviews were transcribed and data analysed using reflexive thematic analysis.ResultsBased on interviews with 25 mothers, four main themes were developed. 'The need for answers' highlighted parental uncertainty about what constitutes normal baby behaviour, leading to help-seeking from multiple sources. 'The importance of health professionals' and 'Experiencing health professional support' identified perceptions about limited access, communication, mixed advice and how these influenced parental perception/management of behaviours. 'Foundations to help-seeking' highlighted important roles of social support and online help for valued shared experiences, emotional and practical support.ConclusionHealth professional access and advice are important to parents, despite the increasing role of online help and importance of social support. More support and improved access to reliable sources of information is needed for parents.Implications for the Profession and/or Patient CareFindings will inform future research and clinical practice to address parental uncertainties. Qualitative research with front-line health professionals is necessary.ImpactFindings can inform the development of resources to support professionals/families managing unsettled babies.Reporting MethodStandards for Reporting Qualitative Research.Public InvolvementA public contributor was involved throughout all stages of the research. Emerging findings were discussed at a parent group.What does this paper contribute to the wider global clinical community? Addressing parental uncertainties is important; about what is normal, non-pharmacological approaches and when pharmacological intervention is required. A digital information/self-management intervention may be useful for parents/clinicians.	[Hornsey, Samantha J.; Dobson, Amy; Henaghan-Sykes, Kate; Lovegrove, Elizabeth; Santer, Miriam; Muller, Ingrid] Univ Southampton, Primary Care Res Ctr, Southampton, England; [Ghio, Daniela] Univ Manchester, Manchester, England; [Adams, Sue] Solent NHS Trust, Southampton, England; [Hornsey, Samantha J.] Univ Southampton, Primary Care Res Ctr, Aldermoor Hlth Ctr, Aldermoor Close, Southampton SO16 5ST, England	University of Southampton; University of Manchester; University of Southampton	Hornsey, SJ (corresponding author), Univ Southampton, Primary Care Res Ctr, Aldermoor Hlth Ctr, Aldermoor Close, Southampton SO16 5ST, England.	s.j.hornsey@soton.ac.uk		Muller, Ingrid/0000-0001-9341-6133; Dobson, Amy, Elizabeth/0000-0002-7795-2232; Santer, Miriam/0000-0001-7264-5260; Hornsey, Samantha Jade/0000-0003-1521-248X	National Institute for Health and Care School for Primary Care Research; NIHR clinical research networks	National Institute for Health and Care School for Primary Care Research; NIHR clinical research networks	We would like to thank the parents who participated in the study and the NIHR clinical research networks, GP practices and health visiting teams involved for their support in recruitment.		35	0	0	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0309-2402	1365-2648		J ADV NURS	J. Adv. Nurs.	2024 FEB 21	2024										10.1111/jan.16070	http://dx.doi.org/10.1111/jan.16070		FEB 2024	16	Nursing	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Nursing	IW2B4	38382897	Green Accepted, hybrid			2024-03-26	WOS:001169298500001
J	Reid, P; Terziev, M; Tezdogan, T; Incecik, A				Reid, Patrick; Terziev, Momchil; Tezdogan, Tahsin; Incecik, Atilla			The effect of flow stratification on ship performance: a numerical study	SHIPS AND OFFSHORE STRUCTURES			English	Article; Early Access						URANS; dead water; flow stratification; ship resistance; CFD	GLACIERS; SCALE	If a layer of low-density water settles on top of higher density water, such as fresh water melting from a glacier and settling on top of colder seawater, a body of water can stratify into stable, distinct layers. A vessel advancing in such a stratified fluid can generate internal waves between these layers. The generation of internal waves requires energy and thus increases the resistance experienced by the vessel, a phenomenon known as the dead water effect which can result in a severe reduction in speed and loss of steering power. This study uses Computational Fluid Dynamics (CFD) to investigate the increase in ship resistance caused by the dead water effect. The results show that the presence of a stratified flow can increase total resistance approximately sixfold in extreme conditions. At standard operating conditions, total resistance may increase by approximately 6% as a result of flow stratification.	[Reid, Patrick; Terziev, Momchil] Univ Strathclyde, Dept Naval Architecture Ocean & Marine Engn, 100 Montrose St, Glasgow G4 0LZ, Scotland; [Terziev, Momchil; Incecik, Atilla] Univ Strathclyde, Fac Engn, Glasgow, Scotland; [Tezdogan, Tahsin] Univ Southampton, Dept Civil Maritime & Environm Engn, Southampton, England	University of Strathclyde; University of Strathclyde; University of Southampton	Terziev, M (corresponding author), Univ Strathclyde, Dept Naval Architecture Ocean & Marine Engn, 100 Montrose St, Glasgow G4 0LZ, Scotland.	momchil.terziev@strath.ac	Tezdogan, Tahsin/M-5236-2016; Terziev, Momchil/AAA-3277-2021	Tezdogan, Tahsin/0000-0002-7032-3038; Terziev, Momchil/0000-0002-1664-6186					51	0	0	2	2	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	1744-5302	1754-212X		SHIPS OFFSHORE STRUC	Ships Offshore Struct.	2024 FEB 22	2024										10.1080/17445302.2024.2312729	http://dx.doi.org/10.1080/17445302.2024.2312729		FEB 2024	13	Engineering, Marine	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	IX8C3					2024-03-26	WOS:001169720100001
J	O'Brien, A; Macfarlane, S; Sommerlad, M; Schirwani, S				O'Brien, Amber; Macfarlane, Sarah; Sommerlad, Matthew; Schirwani, Schaida			Mosaic Muir Torre Syndrome: Keratoacanthoma as a Piece of the Puzzle	AMERICAN JOURNAL OF DERMATOPATHOLOGY			English	Article						Lynch syndrome; mosaicism; mosaic; hereditary cancer; keratoacanthoma	LYNCH-SYNDROME; SOMATIC MOSAICISM; COLORECTAL-CANCER; TUMORS	Lynch syndrome is an inherited condition, which increases the risk of numerous visceral malignancies and cutaneous tumors such as keratoacanthomas and sebaceous tumors. It is typically identified by immunohistochemistry of tissue taken from tumors or through genetic testing with next-generation sequencing. Diagnosing Lynch syndrome becomes more complex when the individual is mosaic for the relevant pathogenic variant. There are very few cases of this reported in the medical literature. It is even more unusual for the diagnosis to be made based on testing of a keratoacanthoma lesion. We report a case where immunohistochemistry of a keratoacanthoma helped make a diagnosis of mosaic Lynch syndrome. We will explore how mosaicism should be considered when a phenotype is strong, even if next-generation sequencing reports no pathogenic or likely pathogenic variant and how lesions such as keratoacanthomas can have a role in the early detection and treatment of future malignancies.	[O'Brien, Amber] Univ Southampton, Fac Med, Southampton, England; [Macfarlane, Sarah; Sommerlad, Matthew; Schirwani, Schaida] Univ Hosp Southampton NHS Fdn Trust, Dermatol Dept, Southampton, England; [Sommerlad, Matthew] Univ Hosp Southampton NHS Fdn Trust, Pathol Dept, Southampton, England; [Schirwani, Schaida] Wessex Clin Genet Serv, Southampton, England; [Schirwani, Schaida] Univ Southampton, Inst Dev Sci Bldg, Fac Med, Human Dev & Hlth, Southampton, England; [Schirwani, Schaida] Wessex Clin Genet Serv, G Level,Mailpoint 105 Princess Anne Hosp,Coxford R, Southampton SO16 5YA, England	University of Southampton; University of Southampton; University Hospital Southampton NHS Foundation Trust; University of Southampton; University Hospital Southampton NHS Foundation Trust; University of Southampton	Schirwani, S (corresponding author), Wessex Clin Genet Serv, G Level,Mailpoint 105 Princess Anne Hosp,Coxford R, Southampton SO16 5YA, England.	Schaida.Schirwani@uhs.nhs.uk							19	0	0	0	0	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA	0193-1091	1533-0311		AM J DERMATOPATH	Am. J. Dermatopathol.	MAR	2024	46	3					162	166		10.1097/DAD.0000000000002612	http://dx.doi.org/10.1097/DAD.0000000000002612			5	Dermatology	Science Citation Index Expanded (SCI-EXPANDED)	Dermatology	HW1E6	38170727				2024-03-26	WOS:001162445700014
J	Rokan, N; Reddy, D; Dudderidge, T				Rokan, Nadia; Reddy, Deepika; Dudderidge, Tim			Focal therapy for prostate cancer - when to refer?	BJU INTERNATIONAL			English	Editorial Material; Early Access									[Rokan, Nadia; Reddy, Deepika] Epsom & St Helier Univ Hosp NHS Trust, Dorking Rd, Epsom KT18 7EG, Carshalton, England; [Reddy, Deepika] Imperial Coll London, London, England; [Dudderidge, Tim] Univ Hosp Southampton NHS Fdn Trust, Southampton, England	Imperial College London; University of Southampton; University Hospital Southampton NHS Foundation Trust	Rokan, N (corresponding author), Epsom & St Helier Univ Hosp NHS Trust, Dorking Rd, Epsom KT18 7EG, Carshalton, England.	n.rokan@nhs.net		Reddy, Deepika/0000-0001-6889-0378; Rokan, Nadia/0009-0005-1415-1410					6	0	0	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	1464-4096	1464-410X		BJU INT	BJU Int.	2024 MAR 13	2024										10.1111/bju.16315	http://dx.doi.org/10.1111/bju.16315		MAR 2024	2	Urology & Nephrology	Science Citation Index Expanded (SCI-EXPANDED)	Urology & Nephrology	LC6S2	38481100	Bronze			2024-03-26	WOS:001184625400001
J	Huth, LSCN; Threlfall, TL; Hughes, DS				Huth, L. Susanne Coles Nee; Threlfall, Terry L.; Hughes, David S.			Aspects of Isostructurality and Polymorphism in a Diverse Group of Monosubstituted Acetanilides	CRYSTAL GROWTH & DESIGN			English	Article; Early Access							SOLID-STATE	The dependence of crystal structure assembly on molecular changes is studied for a series of monosubstituted acetanilide compounds. A library of 81 crystal structures is obtained from the Cambridge Structural Database, structural similarities are determined, and energetic preferences are assessed. Two dominant amide-amide hydrogen bond geometries and a molecular stack are frequently observed especially in the para-acetanilide subgroup. In all cases, the amide functional group has a greater effect on the chain geometry and resultant crystal packing than the phenyl substituent. The study concludes with a short review of the polymorphism of paracetamol and suggests an alternative concept for overcoming the compaction issues currently encountered in the manufacture of the oral dosage form.	[Huth, L. Susanne Coles Nee; Threlfall, Terry L.; Hughes, David S.] Univ Southampton, Fac Engn & Phys Sci, Sch Chem, Southampton SO17 1BJ, England; [Hughes, David S.] Univ Cambridge, Yusuf Hamied Dept Chem, Cambridge CB2 1EW, England	University of Southampton; University of Cambridge	Hughes, DS (corresponding author), Univ Southampton, Fac Engn & Phys Sci, Sch Chem, Southampton SO17 1BJ, England.; Hughes, DS (corresponding author), Univ Cambridge, Yusuf Hamied Dept Chem, Cambridge CB2 1EW, England.	dh536@cam.ac.uk		Hughes, David/0000-0001-7032-1676	Yusuf Hamied Department of Chemistry, University of Cambridge	Yusuf Hamied Department of Chemistry, University of Cambridge	D.S.H. thanks the Yusuf Hamied Department of Chemistry, University of Cambridge, and in particular Prof William Jones for providing the facilities and infrastructure that allowed him to complete his contribution to this work. D.S.H. would also like to thank Dr Andrew Bond, Prof Simon Parsons, and Dr Thomas Gelbrich for useful discussions during the preparation of this manuscript.		43	0	0	0	0	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	1528-7483	1528-7505		CRYST GROWTH DES	Cryst. Growth Des.	2024 MAR 4	2024										10.1021/acs.cgd.4c00027	http://dx.doi.org/10.1021/acs.cgd.4c00027		MAR 2024	15	Chemistry, Multidisciplinary; Crystallography; Materials Science, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Chemistry; Crystallography; Materials Science	KK0X9		hybrid			2024-03-26	WOS:001179748400001
J	Saghiri, S; Mohammadipour, M; Mirzabeiki, V				Saghiri, Soroosh; Mohammadipour, Maryam; Mirzabeiki, Vahid			Revisiting operations agility and formalizing digitalization in response to varying levels of uncertainty and customization	PRODUCTION PLANNING & CONTROL			English	Article; Early Access						Agility; digitalization; uncertainty; customization; customer order decoupling point; big data analytics	SUPPLY CHAIN AGILITY; ORGANIZATIONAL AGILITY; INFORMATION-TECHNOLOGY; DYNAMIC CAPABILITIES; FIRM PERFORMANCE; MASS CUSTOMIZATION; DATA ANALYTICS; INDUSTRY 4.0; BIG DATA; MANAGEMENT	This paper aims to find how digitalization supports inter-organizational purchasing/order fulfillment processes and the required agility to respond to supply/demand uncertainties. The research method includes multiple case studies. Qualitative data are collected via interviews and documentation review. Within-case and cross-case analyses of the research lead to 14 propositions and a novel framework, which formalize and link agility and digitalization at different levels. The research findings point out the agility in micro and macro types for the demand and supply sides of the business, responding to different levels of uncertainties. The findings categorize the relevant applications of digitalization at three levels: data interchange, data integration, and predictive data analytics. Moreover, the agility-digitalization relationships are defined for different levels of customization, represented by customer order decoupling points. This paper contributes to the literature by offering an in-depth and explicit understanding of the impacts of digitalization on different types of agility for different levels of customization.	[Saghiri, Soroosh] Univ Southampton, Southampton, England; [Mohammadipour, Maryam] Middlesex Univ, London, England; [Mirzabeiki, Vahid] Univ Surrey, Guildford, England	University of Southampton; Middlesex University; University of Surrey	Saghiri, S (corresponding author), Univ Southampton, Southampton, England.	s.saghiri@soton.ac.uk							149	0	0	0	0	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	0953-7287	1366-5871		PROD PLAN CONTROL	Prod. Plan. Control	2024 FEB 24	2024										10.1080/09537287.2024.2321290	http://dx.doi.org/10.1080/09537287.2024.2321290		FEB 2024	25	Engineering, Industrial; Engineering, Manufacturing; Operations Research & Management Science	Science Citation Index Expanded (SCI-EXPANDED)	Engineering; Operations Research & Management Science	JN8Y9		hybrid			2024-03-26	WOS:001173951200001
