"Authors","Author full names","Author(s) ID","Title","Year","Source title","DOI","Link","Affiliations","Authors with affiliations","Funding Details","Correspondence Address","Publisher","ISSN","ISBN","CODEN","Document Type","Open Access","Source","EID"
"Bessafa H.; Delattre C.; Belkhatir Z.; Zemouche A.; Rajamani R.","Bessafa, Hichem (58036402100); Delattre, C. (36602369600); Belkhatir, Z. (56423766000); Zemouche, A. (15926614600); Rajamani, R. (7005055280)","58036402100; 36602369600; 56423766000; 15926614600; 7005055280","High-Gain Like Observer Design for Nonlinear Systems Applied to Vehicle Motion Estimation","2023","IFAC-PapersOnLine","10.1016/j.ifacol.2023.10.495","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184963316&doi=10.1016%2fj.ifacol.2023.10.495&partnerID=40&md5=1bd129c9bea1939b5a90443f69627ccb","Université de Lorraine, CRAN, CNRS, UMR 7039, Cosnes et Romain, 54400, France; School of Electronics and Computer Science, University of Southampton, University Road, Southampton, SO17 1BJ, United Kingdom; Faculty of Computing, Engineering and Media, De Montfort University, The Gateway, Leicester, LE1 9BH, United Kingdom; Laboratory for Innovations in Sensing, Estimation, and Control, Department of Mechanical Engineering, University of Minnesota, Minneapolis, United States","Bessafa H., Université de Lorraine, CRAN, CNRS, UMR 7039, Cosnes et Romain, 54400, France; Delattre C., Université de Lorraine, CRAN, CNRS, UMR 7039, Cosnes et Romain, 54400, France; Belkhatir Z., School of Electronics and Computer Science, University of Southampton, University Road, Southampton, SO17 1BJ, United Kingdom, Faculty of Computing, Engineering and Media, De Montfort University, The Gateway, Leicester, LE1 9BH, United Kingdom; Zemouche A., Université de Lorraine, CRAN, CNRS, UMR 7039, Cosnes et Romain, 54400, France; Rajamani R., Laboratory for Innovations in Sensing, Estimation, and Control, Department of Mechanical Engineering, University of Minnesota, Minneapolis, United States","","H. Bessafa; Université de Lorraine, CRAN, CNRS, UMR 7039, Cosnes et Romain, 54400, France; email: hichem.bessafa@univ-lorraine.fr","Elsevier B.V.","24058963","978-171387234-4","","Conference paper","All Open Access; Bronze Open Access","Scopus","2-s2.0-85184963316"
"Zeng Z.; Luying C.; Chunhai J.; Ao C.; Townend I.; Changkuan Z.","Zeng, Zhou (58891530200); Luying, Chen (58914852200); Chunhai, Jiang (58915091000); Ao, Chu (58915572400); Townend, Ian (55879077600); Changkuan, Zhang (6504487499)","58891530200; 58914852200; 58915091000; 58915572400; 55879077600; 6504487499","A numerical simulation study on the response of tidal asymmetry to estuarine morphologies","2022","Haiyang Xuebao","10.12284/hyxb2022120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186418978&doi=10.12284%2fhyxb2022120&partnerID=40&md5=fa6884679919897a8b169569e67d7f29","State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering, Hohai University, Nanjing, 210098, China; Jiangsu Key Laboratory of Coast Ocean Resources Development and Environment Security, Hohai University, Nanjing, 210098, China; Shanghai Engineering Consulting (Group) Co. Ltd., Shanghai, 200335, China; School of Ocean and Earth Science, University of Southampton, Southampton, SO17 1BJ, United Kingdom","Zeng Z., State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering, Hohai University, Nanjing, 210098, China, Jiangsu Key Laboratory of Coast Ocean Resources Development and Environment Security, Hohai University, Nanjing, 210098, China; Luying C., Shanghai Engineering Consulting (Group) Co. Ltd., Shanghai, 200335, China; Chunhai J., Jiangsu Key Laboratory of Coast Ocean Resources Development and Environment Security, Hohai University, Nanjing, 210098, China; Ao C., Jiangsu Key Laboratory of Coast Ocean Resources Development and Environment Security, Hohai University, Nanjing, 210098, China; Townend I., School of Ocean and Earth Science, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Changkuan Z., Jiangsu Key Laboratory of Coast Ocean Resources Development and Environment Security, Hohai University, Nanjing, 210098, China","","C. Luying; Shanghai Engineering Consulting (Group) Co. Ltd., Shanghai, 200335, China; email: chenluying@sidri.com","Editorial Office of Haiyang Xuebao","02534193","","","Article","","Scopus","2-s2.0-85186418978"
"Yu T.; Xing C.; Miao X.; Gong S.; Hanzo L.","Yu, Tao (57909077300); Xing, Chengwen (35184311300); Miao, Xiaqing (56902207800); Gong, Shiqi (56819642600); Hanzo, Lajos (36043733600)","57909077300; 35184311300; 56902207800; 56819642600; 36043733600","Joint Optimization of the Channel Estimator, Transmit Precoder and Receiver in Large-Scale MIMO Systems","2023","IEEE Transactions on Vehicular Technology","10.1109/TVT.2023.3337749","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184797315&doi=10.1109%2fTVT.2023.3337749&partnerID=40&md5=bb0c995d69e06a364df3c590482acd8d","School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Cyberspace Science and Technology, Beijing Institute of technology, Beijing, China; Department of Electronics and Computer Science, University of Southampton, Southampton, U.K","Yu T., School of Information and Electronics, Beijing Institute of Technology, Beijing, China; Xing C., School of Information and Electronics, Beijing Institute of Technology, Beijing, China; Miao X., School of Cyberspace Science and Technology, Beijing Institute of technology, Beijing, China; Gong S., School of Cyberspace Science and Technology, Beijing Institute of technology, Beijing, China; Hanzo L., Department of Electronics and Computer Science, University of Southampton, Southampton, U.K","","","Institute of Electrical and Electronics Engineers Inc.","00189545","","ITVTA","Article","","Scopus","2-s2.0-85184797315"
"Alhazmi A.; Salas J.O.; Konstantinidis G.","Alhazmi, Afnan (57948751600); Salas, Jaime Osvaldo (57204177054); Konstantinidis, George (55651671800)","57948751600; 57204177054; 55651671800","ForBackBench: From Database to Semantic Web Mappings and Back","2023","CEUR Workshop Proceedings","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184377050&partnerID=40&md5=15fdab15a66f8812fb7b05ced02185c0","University of Southampton, University Road, Southampton, SO17 1BJ, United Kingdom","Alhazmi A., University of Southampton, University Road, Southampton, SO17 1BJ, United Kingdom; Salas J.O., University of Southampton, University Road, Southampton, SO17 1BJ, United Kingdom; Konstantinidis G., University of Southampton, University Road, Southampton, SO17 1BJ, United Kingdom","Horizon Europe projects RAISE, (101093216101058479); UKRI Horizon Europe; UPCAST, (101093216101093216)","","CEUR-WS","16130073","","","Conference paper","","Scopus","2-s2.0-85184377050"
"Maroto N.; Fernández C.; Argüello-Casteleiro M.","Maroto, Nava (35173470100); Fernández, Chus (58916463100); Argüello-Casteleiro, Mercedes (23466149100)","35173470100; 58916463100; 23466149100","Women's voices: analysing terminology relating to menopause from different perspectives; [La voz de las mujeres: análisis de la terminología sobre la menopausia desde distintos puntos de vista]","2023","Panacea","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186518679&partnerID=40&md5=b7c391afab513bbc8aae99abec3fd74e","Universidad Politécnica de Madrid, Spain; Universidad de Southampton, United Kingdom","Maroto N., Universidad Politécnica de Madrid, Spain; Fernández C., Universidad de Southampton, United Kingdom; Argüello-Casteleiro M., Universidad de Southampton, United Kingdom","","N. Maroto; Universidad Politécnica de Madrid, Spain; email: mariadelanava.maroto@upm.es","Tremedica","15371964","","","Article","","Scopus","2-s2.0-85186518679"
"Wang Y.; Dima C.; Staab S.","Wang, Yi (58904662400); Dima, Corina (35185949800); Staab, Steffen (7004053291)","58904662400; 35185949800; 7004053291","WikiMed-DE: Constructing a Silver-Standard Dataset for German Biomedical Entity Linking using Wikipedia and Wikidata","2023","CEUR Workshop Proceedings","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185880577&partnerID=40&md5=c3aaf6440d3986a20f8c8e2487383f9c","University of Stuttgart, Germany; University of Southampton, United Kingdom","Wang Y., University of Stuttgart, Germany; Dima C., University of Stuttgart, Germany; Staab S., University of Stuttgart, Germany, University of Southampton, United Kingdom","Ministry for Economics, Labour and Tourism, (BW1_1456)","Y. Wang; University of Stuttgart, Germany; email: yi.wang@ipvs.uni-stuttgart.de","CEUR-WS","16130073","","","Conference paper","","Scopus","2-s2.0-85185880577"
"Yong S.; Wei W.; Beeby S.P.","Yong, Sheng. (55991074200); Wei, Wenli. (58900741100); Beeby, Stephen P. (57221404637)","55991074200; 58900741100; 57221404637","Full Screen-Printed Zinc-Ion Supercapacitor on Textile for Wearable Electronics","2023","PowerMEMS 2023 - 2023 IEEE 22nd International Conference on Micro and Nanotechnology for Power Generation and Energy Conversion Applications","10.1109/PowerMEMS59329.2023.10417623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185713349&doi=10.1109%2fPowerMEMS59329.2023.10417623&partnerID=40&md5=c59dbfaba0e95098d7215963fad76b4c","University of Southampton, United Kingdom","Yong S., University of Southampton, United Kingdom; Wei W., University of Southampton, United Kingdom; Beeby S.P., University of Southampton, United Kingdom","Royal Academy of Engineering, RAENG","","Institute of Electrical and Electronics Engineers Inc.","","979-835034421-9","","Conference paper","","Scopus","2-s2.0-85185713349"
"Hart J.; Edwards A.D.; Stainthorpe A.","Hart, Julie (57784160800); Edwards, Alexander Daniel (58859863600); Stainthorpe, Andrew (57785580200)","57784160800; 58859863600; 57785580200","Insights into implementation planning for point-of-care testing to guide treatment of chronic obstructive pulmonary disease exacerbation: a mixed methods feasibility study","2023","Frontiers in Health Services","10.3389/frhs.2023.1302653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183899981&doi=10.3389%2ffrhs.2023.1302653&partnerID=40&md5=1dd87ce06f30a66aade96b4ec92170e0","School of Pharmacy, University of Reading, Reading, United Kingdom; Oxford University Hospitals NHS Foundation Trust, Oxford Academic Health Science Network, Oxford, United Kingdom; Electronics and Computer Science, University of Southampton, Southampton, United Kingdom; Research Health Limited, Corsham, United Kingdom","Hart J., School of Pharmacy, University of Reading, Reading, United Kingdom, Oxford University Hospitals NHS Foundation Trust, Oxford Academic Health Science Network, Oxford, United Kingdom; Edwards A.D., Electronics and Computer Science, University of Southampton, Southampton, United Kingdom; Stainthorpe A., Oxford University Hospitals NHS Foundation Trust, Oxford Academic Health Science Network, Oxford, United Kingdom, Research Health Limited, Corsham, United Kingdom","Agriculture, Food and Health; Innovate UK, (971542)","J. Hart; School of Pharmacy, University of Reading, Reading, United Kingdom; email: julie.hart@reading.ac.uk","Frontiers Media SA","28130146","","","Article","All Open Access; Gold Open Access","Scopus","2-s2.0-85183899981"
"Indra W.; Feng Z.; Vojtech J.; Ding M.; Shi B.; Slavik R.","Indra, Win (57201474228); Feng, Zitong (57190340318); Vojtech, Josef (16551492400); Ding, Meng (57204044635); Shi, Bo (57226613870); Slavik, Radan (57204345614)","57201474228; 57190340318; 16551492400; 57204044635; 57226613870; 57204345614","Towards low-noise tunable THz generation","2023","2023 International Topical Meeting on Microwave Photonics, MWP 2023 - Proceedings","10.1109/MWP58203.2023.10416644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185831809&doi=10.1109%2fMWP58203.2023.10416644&partnerID=40&md5=628283d8544a356eb6496852c729cd19","University of Southampton, Optoelectronics Research Centre, Southampton, United Kingdom; National Physical Laboratory, Teddington, United Kingdom; CESNET A.l.e, 160 00, Czech Republic","Indra W., University of Southampton, Optoelectronics Research Centre, Southampton, United Kingdom; Feng Z., University of Southampton, Optoelectronics Research Centre, Southampton, United Kingdom, National Physical Laboratory, Teddington, United Kingdom; Vojtech J., CESNET A.l.e, 160 00, Czech Republic; Ding M., University of Southampton, Optoelectronics Research Centre, Southampton, United Kingdom; Shi B., University of Southampton, Optoelectronics Research Centre, Southampton, United Kingdom; Slavik R., University of Southampton, Optoelectronics Research Centre, Southampton, United Kingdom","Indonesian Endowment Fund for Education; Lembaga Pengelola Dana Pendidikan, LPDP","W. Indra; University of Southampton, Optoelectronics Research Centre, Southampton, United Kingdom; email: w.a.indra@soton.ac.uk","Institute of Electrical and Electronics Engineers Inc.","","979-835034221-5","","Conference paper","","Scopus","2-s2.0-85185831809"
"Rapisarda P.; Pal D.","Rapisarda, Paolo (35249240500); Pal, Debasattam (26422452300)","35249240500; 26422452300","Informativity for Identification for 2D State-Representable Autonomous Systems, with Applications to Data-Driven Simulation","2023","Proceedings of the IEEE Conference on Decision and Control","10.1109/CDC49753.2023.10383552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184800983&doi=10.1109%2fCDC49753.2023.10383552&partnerID=40&md5=7c8bd1d3b6f911b53caa939acd6d8bbd","School of Electronics and Computer Science, The University of Southampton, United Kingdom; Indian Institute of Technology Bombay, Department of Electrical Engineering, Mumbai, India","Rapisarda P., School of Electronics and Computer Science, The University of Southampton, United Kingdom; Pal D., Indian Institute of Technology Bombay, Department of Electrical Engineering, Mumbai, India","","","Institute of Electrical and Electronics Engineers Inc.","07431546","979-835030124-3","PCDCD","Conference paper","","Scopus","2-s2.0-85184800983"
"Pakshin P.; Emelianova J.; Rogers E.; Galkowski K.","Pakshin, Pavel (7004617755); Emelianova, Julia (55356575000); Rogers, Eric (56184996300); Galkowski, Krzysztof (7003620439)","7004617755; 55356575000; 56184996300; 7003620439","Iterative Learning Control of Discrete Systems with Input Backlash","2023","IFAC-PapersOnLine","10.1016/j.ifacol.2023.10.1706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184958612&doi=10.1016%2fj.ifacol.2023.10.1706&partnerID=40&md5=261bbfb94950b8533e37734877eb09c2","Arzamas Polytechnic Institute of R.E. Alekseev, Nizhny Novgorod State Technical University, 19, Kalinina Street, Arzamas, 607227, Russian Federation; School of Electronics and Computer Science, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Institute of Automation, Electronic and Electrical Engineering, University of Zielona Góra, ul. Szafrana 2, Zielona Góra, 65-516, Poland","Pakshin P., Arzamas Polytechnic Institute of R.E. Alekseev, Nizhny Novgorod State Technical University, 19, Kalinina Street, Arzamas, 607227, Russian Federation; Emelianova J., Arzamas Polytechnic Institute of R.E. Alekseev, Nizhny Novgorod State Technical University, 19, Kalinina Street, Arzamas, 607227, Russian Federation; Rogers E., School of Electronics and Computer Science, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Galkowski K., Institute of Automation, Electronic and Electrical Engineering, University of Zielona Góra, ul. Szafrana 2, Zielona Góra, 65-516, Poland","Narodowe Centrum Nauki, NCN, (2020/37/B/ST7/03280); Russian Science Foundation, RSF, (22-21-00612)","","Elsevier B.V.","24058963","978-171387234-4","","Conference paper","All Open Access; Bronze Open Access","Scopus","2-s2.0-85184958612"
"Reusens M.; Borchert P.; Mieskes M.; De Weerdt J.; Baesens B.","Reusens, Manon (57671045800); Borchert, Philipp (57816201400); Mieskes, Margot (23470194300); De Weerdt, Jochen (36100028500); Baesens, Bart (6601962197)","57671045800; 57816201400; 23470194300; 36100028500; 6601962197","Investigating Bias in Multilingual Language Models: Cross-Lingual Transfer of Debiasing Techniques","2023","EMNLP 2023 - 2023 Conference on Empirical Methods in Natural Language Processing, Proceedings","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184808425&partnerID=40&md5=a1b3ea4719d687af082c84a5abcd4553","Research Centre for Information Systems Engineering (LIRIS), KU Leuven, Belgium; IESEG School of Management, 3 Rue de la Digue, Lille, 59000, France; University of Applied Sciences Darmstadt, Germany; Department of Decision Analytics and Risk, University of Southampton, Germany","Reusens M., Research Centre for Information Systems Engineering (LIRIS), KU Leuven, Belgium; Borchert P., Research Centre for Information Systems Engineering (LIRIS), KU Leuven, Belgium, IESEG School of Management, 3 Rue de la Digue, Lille, 59000, France; Mieskes M., University of Applied Sciences Darmstadt, Germany; De Weerdt J., Research Centre for Information Systems Engineering (LIRIS), KU Leuven, Belgium; Baesens B., Research Centre for Information Systems Engineering (LIRIS), KU Leuven, Belgium, Department of Decision Analytics and Risk, University of Southampton, Germany","Vlaams Supercomputer Centrum, VSC","","Association for Computational Linguistics (ACL)","","979-889176060-8","","Conference paper","","Scopus","2-s2.0-85184808425"
